"name","name_fp","pos","team_fp","overallRank_fp","passAtt_fp","passComp_fp","passYds_fp","passTds_fp","passInt_fp","rushYds_fp","rushTds_fp","rec_fp","recYds_fp","recTds_fp","twoPts_fp","fumbles_fp","pts_fp"
"CARSONPALMER","Carson Palmer","QB","ARI",23,565.6,351.8,4288.1,28.4,19.7,12.8,0,NA,NA,NA,NA,3.5,240
"ADRIANPETERSON","Adrian Peterson","RB","MIN",24,NA,NA,NA,NA,NA,1378.7,11.1,42.3,274.1,1.5,NA,2.5,235.9
"CALVINJOHNSON","Calvin Johnson","WR","DET",25,NA,NA,NA,NA,NA,0,0,93.8,1578.6,12.1,NA,1,228.5
"JOEFLACCO","Joe Flacco","QB","BAL",26,564.1,342,3971.9,24.1,16.7,81.5,0.7,NA,NA,NA,NA,3,228.2
"SAMBRADFORD","Sam Bradford","QB","STL",27,549.6,332.3,3681.7,25,13.8,85.6,0.8,NA,NA,NA,NA,2.5,228
"ELIMANNING","Eli Manning","QB","NYG",28,546.3,335.8,3970.5,24.9,15.5,25.8,0,NA,NA,NA,NA,2,226
"DEMARYIUSTHOMAS","Demaryius Thomas","WR","DEN",29,NA,NA,NA,NA,NA,0,0,94.8,1441.6,12.7,NA,0.5,219.4
"EDDIELACY","Eddie Lacy","RB","GB",30,NA,NA,NA,NA,NA,1243,10.6,37.5,271.8,1,NA,1,219.1
"JOSHMCCOWN","Josh McCown","QB","TB",31,451.3,273.3,3356.6,22.6,12.6,108.9,1.3,NA,NA,NA,NA,2,214.2
"DEMARCOMURRAY","DeMarco Murray","RB","DAL",32,NA,NA,NA,NA,NA,1121.6,8.8,55.8,414.4,1,NA,2,208.4
"MONTEEBALL","Montee Ball","RB","DEN",33,NA,NA,NA,NA,NA,1124.1,9.6,46.7,325,1.5,NA,2.5,206.5
"LEVEONBELL","Le'Veon Bell","RB","PIT",34,NA,NA,NA,NA,NA,1139.5,8.4,49.4,377.8,0.9,NA,1,205.5
"MARSHAWNLYNCH","Marshawn Lynch","RB","SEA",35,NA,NA,NA,NA,NA,1212.6,10.1,26.8,208.5,1,NA,2,204.7
"JULIOJONES","Julio Jones","WR","ATL",36,NA,NA,NA,NA,NA,35.5,0,92.6,1392.7,10.1,NA,0.5,202.4
"EJMANUEL","E.J. Manuel","QB","BUF",37,467.7,277.7,3096.1,17.3,13.9,320.9,1.9,NA,NA,NA,NA,3.5,201.7
"GIOVANIBERNARD","Giovani Bernard","RB","CIN",38,NA,NA,NA,NA,NA,1076.9,5.1,56.9,501.2,2.9,NA,2.5,200.8
"ARIANFOSTER","Arian Foster","RB","HOU",39,NA,NA,NA,NA,NA,1152.5,7.2,45.9,360.1,1.6,NA,2,200.1
"DEZBRYANT","Dez Bryant","WR","DAL",40,NA,NA,NA,NA,NA,4,0,93.9,1314,11.4,NA,1,198.2
"DOUGMARTIN","Doug Martin","RB","TB",40,NA,NA,NA,NA,NA,1183.8,8,35.4,267.9,1.5,NA,2,198.2
"JIMMYGRAHAM","Jimmy Graham","TE","NO",42,NA,NA,NA,NA,NA,NA,NA,87.7,1180.3,12.9,NA,0,195.4
"AJGREEN","A.J. Green","WR","CIN",43,NA,NA,NA,NA,NA,0,0,91.2,1315.2,10.5,NA,0,194.5
"ALFREDMORRIS","Alfred Morris","RB","WAS",44,NA,NA,NA,NA,NA,1292.3,9.3,13.2,101.6,0.3,NA,2.5,192
"BRANDONMARSHALL","Brandon Marshall","WR","CHI",45,NA,NA,NA,NA,NA,0,0,101.4,1264.1,10.7,NA,0,190.6
"ZACSTACY","Zac Stacy","RB","STL",45,NA,NA,NA,NA,NA,1198.5,8.6,28.8,183.7,0.8,NA,2,190.6
"JAKELOCKER","Jake Locker","QB","TEN",47,402.7,242.8,2865,16.1,11.3,268.3,1.6,NA,NA,NA,NA,2.5,187.8
"JORDYNELSON","Jordy Nelson","WR","GB",48,NA,NA,NA,NA,NA,0,0,80,1254.6,10.1,NA,0.5,185.1
"ALSHONJEFFERY","Alshon Jeffery","WR","CHI",49,NA,NA,NA,NA,NA,81,0.5,82.3,1276.5,8,NA,1,184.8
"ANTONIOBROWN","Antonio Brown","WR","PIT",50,NA,NA,NA,NA,NA,40.5,0,103.5,1366.4,7.5,NA,0.5,184.7
"TOBYGERHART","Toby Gerhart","RB","JAC",51,NA,NA,NA,NA,NA,1127.1,6.9,37.4,272.8,1,NA,1.5,184.4
"ANDREELLINGTON","Andre Ellington","RB","ARI",52,NA,NA,NA,NA,NA,973.6,4.3,53.9,473.4,2.2,NA,1.5,180.7
"BISHOPSANKEY","Bishop Sankey","RB","TEN",53,NA,NA,NA,NA,NA,1087.2,5.9,33.4,255.9,1.2,NA,1.5,173.9
"JOHNNYMANZIEL","Johnny Manziel","QB","CLE",54,363.7,214.4,2555.8,12.8,12,350,2.8,NA,NA,NA,NA,4,173.2
"RANDALLCOBB","Randall Cobb","WR","GB",55,NA,NA,NA,NA,NA,94.5,0,86.5,1176.1,7.8,NA,1,171.9
"RYANMATHEWS","Ryan Mathews","RB","SD",56,NA,NA,NA,NA,NA,1115.5,6.6,22.4,165.8,0.6,NA,1.5,168.3
"GENOSMITH","Geno Smith","QB","NYJ",57,383.6,229.8,2551.7,14.2,11.7,221.6,2.6,NA,NA,NA,NA,3,167.2
"REGGIEBUSH","Reggie Bush","RB","DET",58,NA,NA,NA,NA,NA,887.5,3.9,48.4,430,2.8,NA,2.5,167
"VINCENTJACKSON","Vincent Jackson","WR","TB",59,NA,NA,NA,NA,NA,6,0,72.9,1190.7,7.8,NA,0,166.5
"FRANKGORE","Frank Gore","RB","SF",60,NA,NA,NA,NA,NA,1071.5,7.7,17.2,138.3,0,NA,1,165.2
"CJSPILLER","C.J. Spiller","RB","BUF",61,NA,NA,NA,NA,NA,1025.9,5.5,37.4,279.1,1.1,NA,2.5,165.1
"TEDDYBRIDGEWATER","Teddy Bridgewater","QB","MIN",62,344.3,208.5,2516.9,15.8,9.4,153,1.4,NA,NA,NA,NA,2,164.8
"RAYRICE","Ray Rice","RB","BAL",63,NA,NA,NA,NA,NA,868.2,6,47.9,361.2,1.5,NA,2,163.9
"ANDREJOHNSON","Andre Johnson","WR","HOU",64,NA,NA,NA,NA,NA,0,0,92.6,1275.1,5.9,NA,0,162.9
"JOIQUEBELL","Joique Bell","RB","DET",64,NA,NA,NA,NA,NA,867.5,6.3,43,361.3,1.2,NA,2.5,162.9
"MATTSCHAUB","Matt Schaub","QB","OAK",66,464.3,275,3091.8,17.3,14.2,32.1,0,NA,NA,NA,NA,2.5,162.7
"LARRYFITZGERALD","Larry Fitzgerald","WR","ARI",67,NA,NA,NA,NA,NA,5.5,0,85,1077.8,9,NA,0,162.3
"TRENTRICHARDSON","Trent Richardson","RB","IND",67,NA,NA,NA,NA,NA,941.5,6.3,42.6,321.8,0.7,NA,3,162.3
"RASHADJENNINGS","Rashad Jennings","RB","NYG",69,NA,NA,NA,NA,NA,941.4,6.3,37.9,278.6,1,NA,2,161.8
"MICHAELCRABTREE","Michael Crabtree","WR","SF",70,NA,NA,NA,NA,NA,6,0,80.9,1153.5,7.7,NA,1,160.2
"CHRISJOHNSON","Chris Johnson","RB","NYJ",71,NA,NA,NA,NA,NA,956.1,5.3,38,291.4,1.4,NA,2.5,160
"JULIUSTHOMAS","Julius Thomas","TE","DEN",72,NA,NA,NA,NA,NA,NA,NA,76.2,937.8,10.9,NA,0.5,158.2
"SHANEVEREEN","Shane Vereen","RB","NE",73,NA,NA,NA,NA,NA,572.7,2.6,66.1,605.2,4.4,NA,1,157.8
"KEENANALLEN","Keenan Allen","WR","SD",74,NA,NA,NA,NA,NA,0,0,74.9,1077.4,8.3,NA,1,155.5
"PIERREGARCON","Pierre Garcon","WR","WAS",75,NA,NA,NA,NA,NA,9.5,0,88.1,1187.5,6.1,NA,0.5,155.3
"BENTATE","Ben Tate","RB","CLE",76,NA,NA,NA,NA,NA,1017.4,6.6,27.3,184.7,0.2,NA,3.5,154
"STEVANRIDLEY","Stevan Ridley","RB","NE",77,NA,NA,NA,NA,NA,1005.7,8.3,8.8,57.3,0,NA,2,152.1
"MICHAELFLOYD","Michael Floyd","WR","ARI",78,NA,NA,NA,NA,NA,0,0,76.8,1115.4,6.6,NA,0,151.1
"CHADHENNE","Chad Henne","QB","JAC",79,414,241.7,3003.5,13.5,12.1,50.5,0,NA,NA,NA,NA,2,151
"CORDARRELLEPATTERSON","Cordarrelle Patterson","WR","MIN",80,NA,NA,NA,NA,NA,115.5,1,69.1,928.8,6.7,NA,0,150.6
"RYANFITZPATRICK","Ryan Fitzpatrick","QB","HOU",81,390.2,238.1,2591.7,15.3,14.7,155.6,0.7,NA,NA,NA,NA,2.5,150.2
"RODDYWHITE","Roddy White","WR","ATL",82,NA,NA,NA,NA,NA,0,0,85.6,1089.7,7,NA,0.5,150
"VICTORCRUZ","Victor Cruz","WR","NYG",82,NA,NA,NA,NA,NA,0,0,84.2,1099.8,7,NA,1,150
"ROBGRONKOWSKI","Rob Gronkowski","TE","NE",84,NA,NA,NA,NA,NA,NA,NA,68,915.7,9.5,NA,0,148.6
"WESWELKER","Wes Welker","WR","DEN",85,NA,NA,NA,NA,NA,0,0,83.4,998.3,8.2,NA,1,147
"PERCYHARVIN","Percy Harvin","WR","SEA",86,NA,NA,NA,NA,NA,113,1,74.7,917.4,6.1,NA,0.5,144.6
"TORREYSMITH","Torrey Smith","WR","BAL",87,NA,NA,NA,NA,NA,16.5,0,65.8,1060,6,NA,0.5,142.7
"DESEANJACKSON","DeSean Jackson","WR","WAS",88,NA,NA,NA,NA,NA,24,0,59.7,957.9,7.1,NA,0,140.8
"VERNONDAVIS","Vernon Davis","TE","SF",89,NA,NA,NA,NA,NA,NA,NA,60.2,822.5,9.7,NA,0.5,139.5
"STEVENJACKSON","Steven Jackson","RB","ATL",90,NA,NA,NA,NA,NA,810.4,5.6,29.5,196.9,1,NA,0.5,139.3
"EMMANUELSANDERS","Emmanuel Sanders","WR","DEN",91,NA,NA,NA,NA,NA,9.5,0,70.7,994.4,6.4,NA,0.5,137.8
"PIERRETHOMAS","Pierre Thomas","RB","NO",92,NA,NA,NA,NA,NA,569.9,3.9,61.7,425.5,2.7,NA,1,137.1
"JEREMYMACLIN","Jeremy Maclin","WR","PHI",93,NA,NA,NA,NA,NA,0,0,71.7,994.9,6.4,NA,0.5,136.9
"MIKEWALLACE","Mike Wallace","WR","MIA",94,NA,NA,NA,NA,NA,38.5,0,71.6,1004.3,5.5,NA,0.5,136.3
"MAURICEJONESDREW","Maurice Jones-Drew","RB","OAK",95,NA,NA,NA,NA,NA,789.7,4.9,34.2,252.2,0.7,NA,1,135.8
"JULIANEDELMAN","Julian Edelman","WR","NE",96,NA,NA,NA,NA,NA,17,0,91.2,998.7,5.9,NA,1,135
"TYHILTON","Ty Hilton","WR","IND",97,NA,NA,NA,NA,NA,29.5,0,68.4,974.6,5.8,NA,0.5,134.2
"MARQUESCOLSTON","Marques Colston","WR","NO",98,NA,NA,NA,NA,NA,0,0,76.1,971.7,6.2,NA,0.5,133.4
"GOLDENTATE","Golden Tate","WR","DET",99,NA,NA,NA,NA,NA,25,0,69.1,954.5,6,NA,1,132
"FREDJACKSON","Fred Jackson","RB","BUF",100,NA,NA,NA,NA,NA,687.4,5.4,35.7,286.6,0.7,NA,1.5,131
"KENDALLWRIGHT","Kendall Wright","WR","TEN",101,NA,NA,NA,NA,NA,4,0,87.9,1043.1,4.6,NA,1,130.3
"ERICDECKER","Eric Decker","WR","NYJ",102,NA,NA,NA,NA,NA,0,0,64.1,900.7,6.2,NA,1,125.3
"JASONWITTEN","Jason Witten","TE","DAL",103,NA,NA,NA,NA,NA,NA,NA,76.7,850.9,6.5,NA,0,124.1
"DEANGELOWILLIAMS","DeAngelo Williams","RB","CAR",104,NA,NA,NA,NA,NA,792.3,3.4,24.8,211.1,1,NA,1.5,123.7
"TERRANCEWILLIAMS","Terrance Williams","WR","DAL",104,NA,NA,NA,NA,NA,9.5,0,59.2,885,6.2,NA,1.5,123.7
"JORDANCAMERON","Jordan Cameron","TE","CLE",106,NA,NA,NA,NA,NA,NA,NA,74.5,880,5.9,NA,0.5,122.4
"LAMARMILLER","Lamar Miller","RB","MIA",107,NA,NA,NA,NA,NA,733.1,4.6,29,212.7,0.3,NA,1,122
"SAMMYWATKINS","Sammy Watkins","WR","BUF",108,NA,NA,NA,NA,NA,21,0,59.9,862.6,5.9,NA,1,121.8
"DANNYWOODHEAD","Danny Woodhead","RB","SD",109,NA,NA,NA,NA,NA,349.6,1,62.4,549.5,4.3,NA,0.5,120.7
"TERRANCEWEST","Terrance West","RB","CLE",110,NA,NA,NA,NA,NA,698,4.9,21.2,168.6,0.3,NA,0,117.9
"DENNISPITTA","Dennis Pitta","TE","BAL",111,NA,NA,NA,NA,NA,NA,NA,64.5,759.8,6.8,NA,0,116.8
"REGGIEWAYNE","Reggie Wayne","WR","IND",112,NA,NA,NA,NA,NA,0,0,69.2,883.7,4.6,NA,0,116
"GREGOLSEN","Greg Olsen","TE","CAR",113,NA,NA,NA,NA,NA,NA,NA,72.3,836.7,5.5,NA,0.5,115.7
"KHIRYROBINSON","Khiry Robinson","RB","NO",114,NA,NA,NA,NA,NA,744.3,5.6,9.8,73.7,0,NA,0,115.4
"JORDANREED","Jordan Reed","TE","WAS",115,NA,NA,NA,NA,NA,NA,NA,64.8,762.8,6.5,NA,0,115.3
"KNOWSHONMORENO","Knowshon Moreno","RB","MIA",116,NA,NA,NA,NA,NA,626.3,4.2,29,231.9,1,NA,1.5,114
"DWAYNEBOWE","Dwayne Bowe","WR","KC",117,NA,NA,NA,NA,NA,0,0,67.1,830.5,5.1,NA,0,113.7
"RUEBENRANDLE","Rueben Randle","WR","NYG",118,NA,NA,NA,NA,NA,0,0,57,785,5.7,NA,0.5,111.7
"KYLERUDOLPH","Kyle Rudolph","TE","MIN",119,NA,NA,NA,NA,NA,NA,NA,63.3,688.7,7,NA,0,110.9
"RILEYCOOPER","Riley Cooper","WR","PHI",120,NA,NA,NA,NA,NA,0,0,51.6,779.5,5.6,NA,0.5,110.6
"TAVONAUSTIN","Tavon Austin","WR","STL",121,NA,NA,NA,NA,NA,130,1,54.1,675.9,4.3,NA,1.5,109.4
"MIKEEVANS","Mike Evans","WR","TB",122,NA,NA,NA,NA,NA,0,0,50.9,754.1,5.8,NA,0.5,109.2
"MARVINJONES","Marvin Jones","WR","CIN",123,NA,NA,NA,NA,NA,50,0,58.3,749.1,5.3,NA,1.5,108.7
"CECILSHORTS","Cecil Shorts","WR","JAC",124,NA,NA,NA,NA,NA,0,0,61.1,833.6,4.1,NA,0,108
"BERNARDPIERCE","Bernard Pierce","RB","BAL",125,NA,NA,NA,NA,NA,637.8,4.9,20.6,138.5,0.3,NA,0.5,107.8
"ANQUANBOLDIN","Anquan Boldin","WR","SF",126,NA,NA,NA,NA,NA,7,0,60,802.8,4.5,NA,0.5,107
"JEREMYHILL","Jeremy Hill","RB","CIN",127,NA,NA,NA,NA,NA,623.7,6.2,8.4,63,0.3,NA,0.5,106.7
"DEANDREHOPKINS","DeAndre Hopkins","WR","HOU",128,NA,NA,NA,NA,NA,0,0,59,793.6,4.5,NA,0.5,105.4
"KENNYSTILLS","Kenny Stills","WR","NO",129,NA,NA,NA,NA,NA,12,0,45.4,733.4,5.3,NA,0.5,105.3
"BRANDINCOOKS","Brandin Cooks","WR","NO",130,NA,NA,NA,NA,NA,26,0,51.9,727.6,5.4,NA,1.5,104.8
"HAKEEMNICKS","Hakeem Nicks","WR","IND",131,NA,NA,NA,NA,NA,0,0,50.6,762.9,4.6,NA,0,103.9
"ZACHERTZ","Zach Ertz","TE","PHI",131,NA,NA,NA,NA,NA,NA,NA,56.2,712.8,5.6,NA,0.5,103.9
"BRIANHARTLINE","Brian Hartline","WR","MIA",133,NA,NA,NA,NA,NA,0,0,68.4,916.8,2.3,NA,1,103.5
"MICHAELVICK","Michael Vick","QB","NYJ",134,192.3,113.3,1323.4,7.9,5.7,236.3,1.5,NA,NA,NA,NA,1.5,102.8
"JARRETTBOYKIN","Jarrett Boykin","WR","GB",135,NA,NA,NA,NA,NA,0,0,54.1,731.3,5,NA,0.5,102.1
"DARRENSPROLES","Darren Sproles","RB","PHI",136,NA,NA,NA,NA,NA,250.3,1.3,65.9,541.8,2.8,NA,1,101.8
"DANNYAMENDOLA","Danny Amendola","WR","NE",137,NA,NA,NA,NA,NA,0,0,64.4,749.3,4.8,NA,1,101.7
"MARTELLUSBENNETT","Martellus Bennett","TE","CHI",138,NA,NA,NA,NA,NA,NA,NA,62.5,722.9,5,NA,0.5,101.3
"CHRISIVORY","Christopher Ivory","RB","NYJ",139,NA,NA,NA,NA,NA,700.4,5.3,3.6,20.4,0,NA,1.5,100.9
"JAMESJONES","James Jones","WR","OAK",140,NA,NA,NA,NA,NA,0,0,56.7,726.9,4.4,NA,0,99.1
"DEVONTAFREEMAN","Devonta Freeman","RB","ATL",141,NA,NA,NA,NA,NA,516.5,2.6,33.5,272.7,0.9,NA,0.5,98.9
"DOUGBALDWIN","Doug Baldwin","WR","SEA",141,NA,NA,NA,NA,NA,7,0,53.6,733.9,4.3,NA,0.5,98.9
"KELVINBENJAMIN","Kelvin Benjamin","WR","CAR",143,NA,NA,NA,NA,NA,0,0,47.7,712,4.7,NA,0.5,98.4
"HARRYDOUGLAS","Harry Douglas","WR","ATL",144,NA,NA,NA,NA,NA,0,0,63.9,786.8,3.3,NA,0.5,97.5
"GREGJENNINGS","Greg Jennings","WR","MIN",145,NA,NA,NA,NA,NA,0,0,59.2,716.6,4.3,NA,0.5,96.5
"HEATHMILLER","Heath Miller","TE","PIT",146,NA,NA,NA,NA,NA,NA,NA,61.6,682.2,5,NA,1,96.2
"ANTONIOGATES","Antonio Gates","TE","SD",147,NA,NA,NA,NA,NA,NA,NA,62.5,700.7,4.5,NA,0.5,96.1
"LADARIUSGREEN","Ladarius Green","TE","SD",147,NA,NA,NA,NA,NA,NA,NA,45.9,655.4,5.1,NA,0,96.1
"JUSTINHUNTER","Justin Hunter","WR","TEN",149,NA,NA,NA,NA,NA,0,0,40.4,668.1,4.6,NA,0,94.4
"DELANIEWALKER","Delanie Walker","TE","TEN",150,NA,NA,NA,NA,NA,NA,NA,58,610.1,5.6,NA,0.5,93.6
"DARRENMCFADDEN","Darren McFadden","RB","OAK",151,NA,NA,NA,NA,NA,520.7,3.9,25.7,183.8,0.6,NA,2,93.5
"STEVESMITH","Steve Smith","WR","BAL",151,NA,NA,NA,NA,NA,0,0,54.4,694.9,4.5,NA,1.5,93.5
"RODSTREATER","Rod Streater","WR","OAK",153,NA,NA,NA,NA,NA,8.5,0,51.4,713.6,4.1,NA,2,92.8
"CHARLESCLAY","Charles Clay","TE","MIA",154,NA,NA,NA,NA,NA,NA,NA,57.1,664.7,4.7,NA,1,92.7
"ERICEBRON","Eric Ebron","TE","DET",155,NA,NA,NA,NA,NA,NA,NA,46.1,584.9,5.6,NA,0,92.1
"CHRISTINEMICHAEL","Christine Michael","RB","SEA",156,NA,NA,NA,NA,NA,580.2,4.1,8.8,70.4,0.3,NA,0.5,90.5
"ODELLBECKHAM","Odell Beckham Jr.","WR","NYG",156,NA,NA,NA,NA,NA,18,0,43.8,668.9,3.8,NA,0.5,90.5
"ROBERTWOODS","Robert Woods","WR","BUF",158,NA,NA,NA,NA,NA,16,0,49.6,663,3.5,NA,0.5,87.9
"ANDREWHAWKINS","Andrew Hawkins","WR","CLE",159,NA,NA,NA,NA,NA,35,0,53.5,634.8,3.3,NA,0,86.8
"TREMASON","Tre Mason","RB","STL",160,NA,NA,NA,NA,NA,488.1,2.9,23.7,188.7,0.6,NA,1,86.7
"STEPFANTAYLOR","Stepfan Taylor","RB","ARI",161,NA,NA,NA,NA,NA,515.3,4.4,11.8,87.5,0,NA,0.5,85.7
"JORDANMATTHEWS","Jordan Matthews","WR","PHI",162,NA,NA,NA,NA,NA,0,0,42.1,625.3,4,NA,0.5,85.5
"MARKUSWHEATON","Markus Wheaton","WR","PIT",163,NA,NA,NA,NA,NA,8.5,0,44.4,620.9,3.8,NA,0.5,84.7
"ANDREWILLIAMS","Andre Williams","RB","NYG",164,NA,NA,NA,NA,NA,538.1,4.3,6.6,54.2,0,NA,0.5,84
"JERRICHOCOTCHERY","Jerricho Cotchery","WR","CAR",165,NA,NA,NA,NA,NA,0,0,48.7,634.7,3.8,NA,1.5,83.3
"JAREDCOOK","Jared Cook","TE","STL",166,NA,NA,NA,NA,NA,NA,NA,48.5,582.1,4.4,NA,1,82.6
"CHRISGIVENS","Chris Givens","WR","STL",167,NA,NA,NA,NA,NA,15.5,0,43.6,644.6,2.9,NA,0.5,82.4
"DWAYNEALLEN","Dwayne Allen","TE","IND",167,NA,NA,NA,NA,NA,NA,NA,43.5,530.3,4.9,NA,0,82.4
"MARQISELEE","Marqise Lee","WR","JAC",169,NA,NA,NA,NA,NA,8.5,0,41.3,602.7,3.8,NA,1,81.9
"DEXTERMCCLUSTER","Dexter McCluster","RB","TEN",170,NA,NA,NA,NA,NA,232.4,0.4,51.3,445.9,2,NA,0.75,80.6
"NATEWASHINGTON","Nate Washington","WR","TEN",171,NA,NA,NA,NA,NA,0,0,43.4,621.1,3.1,NA,0.5,79.7
"LEGARRETTEBLOUNT","LeGarrette Blount","RB","PIT",172,NA,NA,NA,NA,NA,515.9,4.3,6.7,47.9,0,NA,1.5,79.2
"SHONNGREENE","Shonn Greene","RB","TEN",173,NA,NA,NA,NA,NA,471.7,4.1,10.4,74.9,0,NA,0.5,78.3
"CARLOSHYDE","Carlos Hyde","RB","SF",174,NA,NA,NA,NA,NA,465.7,4,7.8,60.2,0.3,NA,0.5,77.4
"KNILEDAVIS","Knile Davis","RB","KC",174,NA,NA,NA,NA,NA,449.9,3.5,13.4,105.8,0.3,NA,0.5,77.4
"GARRETTGRAHAM","Garrett Graham","TE","HOU",176,NA,NA,NA,NA,NA,NA,NA,45.9,505.3,4.1,NA,0,75.1
"MIKETOLBERT","Mike Tolbert","RB","CAR",176,NA,NA,NA,NA,NA,306,3.7,24.5,162.6,1,NA,0,75.1
"JONATHANSTEWART","Jonathan Stewart","RB","CAR",178,NA,NA,NA,NA,NA,434.5,2.3,19.4,147,0.8,NA,1,74.8
"DONNIEAVERY","Donnie Avery","WR","KC",179,NA,NA,NA,NA,NA,0,0,42.4,584.9,2.6,NA,0,74.2
"LANCEMOORE","Lance Moore","WR","PIT",180,NA,NA,NA,NA,NA,0,0,45.8,582.7,2.6,NA,0,73.9
"TYLEREIFERT","Tyler Eifert","TE","CIN",181,NA,NA,NA,NA,NA,NA,NA,41.7,508.7,3.8,NA,0,73.7
"JEREMYKERLEY","Jeremy Kerley","WR","NYJ",182,NA,NA,NA,NA,NA,9.5,0,44.9,577.6,2.8,NA,1,73.5
"MIKEWILLIAMS","Mike Williams","WR","BUF",183,NA,NA,NA,NA,NA,0,0,41.4,563.5,3,NA,0.5,73.4
"AARONDOBSON","Aaron Dobson","WR","NE",184,NA,NA,NA,NA,NA,0,0,38,528.4,3.4,NA,0,73.2
"MATTCASSEL","Matt Cassel","QB","MIN",185,181.2,109.9,1222.4,7.6,5.8,55.5,0.2,NA,NA,NA,NA,1,72.4
"ROYHELU","Roy Helu","RB","WAS",186,NA,NA,NA,NA,NA,305.5,1.3,39.2,305.7,0.9,NA,1,72.3
"ANDREBROWN","Andre Brown","RB","HOU",187,NA,NA,NA,NA,NA,405.6,4.1,14.1,89.6,0,NA,1,72.1
"BRANDONLAFELL","Brandon LaFell","WR","NE",187,NA,NA,NA,NA,NA,6,0,35.1,514.6,3.5,NA,0.5,72.1
"LANCEDUNBAR","Lance Dunbar","RB","DAL",189,NA,NA,NA,NA,NA,330,2.2,26.4,210,0.7,NA,0,71.4
"ANDREROBERTS","Andre Roberts","WR","WAS",190,NA,NA,NA,NA,NA,8.5,0,46.8,540.5,2.9,NA,0.5,71.3
"SCOTTCHANDLER","Scott Chandler","TE","BUF",191,NA,NA,NA,NA,NA,NA,NA,45.3,514.3,3.6,NA,1,71
"DENARIUSMOORE","Denarius Moore","WR","OAK",192,NA,NA,NA,NA,NA,0,0,34.9,545,3.2,NA,1.5,70.7
