"name","pos","name_fbg4","team_fbg4","positionRank_fbg4","overallRank_fbg4","pts_fbg4","passAtt_fbg4","passComp_fbg4","passYds_fbg4","passTds_fbg4","passInt_fbg4","rushAtt_fbg4","rushYds_fbg4","rushTds_fbg4","rec_fbg4","recYds_fbg4","recTds_fbg4","returnTds_fbg4","twoPts_fbg4","fumbles_fbg4"
"ADRIANPETERSON","RB","Adrian Peterson","MIN",3,31,241,NA,NA,NA,NA,NA,310,1400,12,35,230,1,NA,NA,NA
"MATTFORTE","RB","Matt Forte","CHI",4,32,237.5,NA,NA,NA,NA,NA,275,1250,8,65,525,2,NA,NA,NA
"EDDIELACY","RB","Eddie Lacy","GB",5,33,235.5,NA,NA,NA,NA,NA,300,1300,12,38,275,1,NA,NA,NA
"DEMARYIUSTHOMAS","WR","Demaryius Thomas","DEN",1,34,233,NA,NA,NA,NA,NA,0,0,0,95,1550,13,NA,NA,NA
"CALVINJOHNSON","WR","Calvin Johnson","DET",2,35,227,NA,NA,NA,NA,NA,0,0,0,95,1550,12,NA,NA,NA
"DEZBRYANT","WR","Dez Bryant","DAL",3,36,223,NA,NA,NA,NA,NA,0,0,0,98,1450,13,NA,NA,NA
"MATTSCHAUB","QB","Matt Schaub","OAK",29,37,222,425,255,3000,18,12,25,60,1,NA,NA,NA,NA,NA,NA
"RYANFITZPATRICK","QB","Ryan Fitzpatrick","HOU",30,38,218.25,460,270,3035,17,20,35,125,1,NA,NA,NA,NA,NA,NA
"MARSHAWNLYNCH","RB","Marshawn Lynch","SEA",6,39,214.5,NA,NA,NA,NA,NA,280,1200,11,28,225,1,NA,NA,NA
"GIOVANIBERNARD","RB","Giovani Bernard","CIN",7,40,208,NA,NA,NA,NA,NA,210,940,7,65,600,2,NA,NA,NA
"MONTEEBALL","RB","Montee Ball","DEN",8,41,205,NA,NA,NA,NA,NA,245,1085,10,42,305,1,NA,NA,NA
"DEMARCOMURRAY","RB","DeMarco Murray","DAL",9,42,203.5,NA,NA,NA,NA,NA,240,1110,8,45,325,2,NA,NA,NA
"DOUGMARTIN","RB","Doug Martin","TB",10,43,198.5,NA,NA,NA,NA,NA,288,1175,7,45,330,1,NA,NA,NA
"AJGREEN","WR","A.J. Green","CIN",4,44,197,NA,NA,NA,NA,NA,2,20,0,92,1350,10,NA,NA,NA
"JORDYNELSON","WR","Jordy Nelson","GB",5,45,196,NA,NA,NA,NA,NA,0,0,0,85,1300,11,NA,NA,NA
"BRANDONMARSHALL","WR","Brandon Marshall","CHI",6,46,193,NA,NA,NA,NA,NA,0,0,0,105,1390,9,NA,NA,NA
"ARIANFOSTER","RB","Arian Foster","HOU",11,47,190,NA,NA,NA,NA,NA,225,1000,8,40,300,2,NA,NA,NA
"TOBYGERHART","RB","Toby Gerhart","JAX",12,48,187.5,NA,NA,NA,NA,NA,265,1040,7,45,355,1,NA,NA,NA
"ANTONIOBROWN","WR","Antonio Brown","PIT",7,49,187,NA,NA,NA,NA,NA,2,15,0,100,1375,8,NA,NA,NA
"JIMMYGRAHAM","TE","Jimmy Graham","NO",1,49,187,NA,NA,NA,NA,NA,NA,NA,NA,90,1150,12,NA,NA,NA
"TEDDYBRIDGEWATER","QB","Teddy Bridgewater","MIN",31,51,185.5,360,212,2440,18,13,20,45,0,NA,NA,NA,NA,NA,NA
"ANDREELLINGTON","RB","Andre Ellington","ARI",13,52,185,NA,NA,NA,NA,NA,190,950,6,60,480,1,NA,NA,NA
"RYANMATHEWS","RB","Ryan Mathews","SD",14,53,184.5,NA,NA,NA,NA,NA,260,1100,7,29,205,2,NA,NA,NA
"LEVEONBELL","RB","LeVeon Bell","PIT",15,54,183,NA,NA,NA,NA,NA,260,1000,7,42,350,1,NA,NA,NA
"JULIOJONES","WR","Julio Jones","ATL",8,54,183,NA,NA,NA,NA,NA,0,0,0,89,1290,9,NA,NA,NA
"ALFREDMORRIS","RB","Alfred Morris","WAS",16,56,181,NA,NA,NA,NA,NA,265,1150,9,18,120,0,NA,NA,NA
"ALSHONJEFFERY","WR","Alshon Jeffery","CHI",9,56,181,NA,NA,NA,NA,NA,0,0,0,84,1330,8,NA,NA,NA
"REGGIEBUSH","RB","Reggie Bush","DET",17,58,180,NA,NA,NA,NA,NA,200,880,5,50,500,2,NA,NA,NA
"ZACSTACY","RB","Zac Stacy","STL",18,59,177.5,NA,NA,NA,NA,NA,250,1000,9,30,175,1,NA,NA,NA
"VICTORCRUZ","WR","Victor Cruz","NYG",10,60,173.5,NA,NA,NA,NA,NA,0,0,0,93,1255,8,NA,NA,NA
"RANDALLCOBB","WR","Randall Cobb","GB",11,61,171.5,NA,NA,NA,NA,NA,10,75,1,85,1100,8,NA,NA,NA
"ANDREJOHNSON","WR","Andre Johnson","HOU",12,62,168.5,NA,NA,NA,NA,NA,0,0,0,99,1325,6,NA,NA,NA
"VINCENTJACKSON","WR","Vincent Jackson","TB",13,63,168,NA,NA,NA,NA,NA,0,0,0,75,1200,8,NA,NA,NA
"PERCYHARVIN","WR","Percy Harvin","SEA",13,63,168,NA,NA,NA,NA,NA,10,120,1,75,1080,7,NA,NA,NA
"KEENANALLEN","WR","Keenan Allen","SD",13,63,168,NA,NA,NA,NA,NA,0,0,0,85,1200,8,NA,NA,NA
"SHANEVEREEN","RB","Shane Vereen","NE",19,66,164.5,NA,NA,NA,NA,NA,130,550,3,65,615,5,NA,NA,NA
"BLAKEBORTLES","QB","Blake Bortles","JAX",32,67,162,320,183,2150,13,10,20,65,1,NA,NA,NA,NA,NA,NA
"CJSPILLER","RB","C.J. Spiller","BUF",20,68,161.5,NA,NA,NA,NA,NA,205,925,5,38,270,2,NA,NA,NA
"CHRISJOHNSON","RB","Chris Johnson","NYJ",20,68,161.5,NA,NA,NA,NA,NA,200,850,6,40,345,1,NA,NA,NA
"BISHOPSANKEY","RB","Bishop Sankey","TEN",22,70,159,NA,NA,NA,NA,NA,210,900,5,35,270,2,NA,NA,NA
"FRANKGORE","RB","Frank Gore","SF",23,71,158,NA,NA,NA,NA,NA,250,1000,7,20,160,0,NA,NA,NA
"RASHADJENNINGS","RB","Rashad Jennings","NYG",24,72,155,NA,NA,NA,NA,NA,200,840,6,42,290,1,NA,NA,NA
"ROBGRONKOWSKI","TE","Rob Gronkowski","NE",2,72,155,NA,NA,NA,NA,NA,NA,NA,NA,75,950,10,NA,NA,NA
"MICHAELCRABTREE","WR","Michael Crabtree","SF",16,74,152,NA,NA,NA,NA,NA,0,0,0,75,1100,7,NA,NA,NA
"RODDYWHITE","WR","Roddy White","ATL",17,75,150,NA,NA,NA,NA,NA,0,0,0,85,1080,7,NA,NA,NA
"TORREYSMITH","WR","Torrey Smith","BAL",18,76,149,NA,NA,NA,NA,NA,0,0,0,66,1070,7,NA,NA,NA
"CORDARRELLEPATTERSON","WR","Cordarrelle Patterson","MIN",19,77,148.5,NA,NA,NA,NA,NA,0,100,1,68,905,7,NA,NA,NA
"PIERREGARCON","WR","Pierre Garcon","WAS",19,77,148.5,NA,NA,NA,NA,NA,0,0,0,88,1125,6,NA,NA,NA
"LARRYFITZGERALD","WR","Larry Fitzgerald","ARI",21,79,148,NA,NA,NA,NA,NA,0,0,0,85,1000,8,NA,NA,NA
"DESEANJACKSON","WR","DeSean Jackson","WAS",21,79,148,NA,NA,NA,NA,NA,0,0,0,70,1060,7,NA,NA,NA
"FREDJACKSON","RB","Fred Jackson","BUF",25,81,146.5,NA,NA,NA,NA,NA,180,750,6,40,295,1,NA,NA,NA
"JULIUSTHOMAS","TE","Julius Thomas","DEN",3,82,145,NA,NA,NA,NA,NA,NA,NA,NA,70,850,10,NA,NA,NA
"JOIQUEBELL","RB","Joique Bell","DET",26,83,144,NA,NA,NA,NA,NA,160,670,6,38,350,1,NA,NA,NA
"MIKEWALLACE","WR","Mike Wallace","MIA",23,84,143,NA,NA,NA,NA,NA,0,0,0,73,1010,7,NA,NA,NA
"DEANGELOWILLIAMS","RB","DeAngelo Williams","CAR",27,85,142,NA,NA,NA,NA,NA,205,860,5,25,200,1,NA,NA,NA
"RAYRICE","RB","Ray Rice","BAL",28,86,141,NA,NA,NA,NA,NA,200,760,5,50,350,0,NA,NA,NA
"TYHILTON","WR","T.Y. Hilton","IND",24,86,141,NA,NA,NA,NA,NA,0,0,0,70,990,7,NA,NA,NA
"MICHAELFLOYD","WR","Michael Floyd","ARI",24,86,141,NA,NA,NA,NA,NA,0,0,0,70,1050,6,NA,NA,NA
"EMMANUELSANDERS","WR","Emmanuel Sanders","DEN",26,89,140.5,NA,NA,NA,NA,NA,0,0,0,76,985,7,NA,NA,NA
"BENTATE","RB","Ben Tate","CLE",29,90,138.5,NA,NA,NA,NA,NA,200,850,6,25,175,0,NA,NA,NA
"MARQUESCOLSTON","WR","Marques Colston","NO",27,91,137.5,NA,NA,NA,NA,NA,0,0,0,78,955,7,NA,NA,NA
"JORDANCAMERON","TE","Jordan Cameron","CLE",4,92,136.5,NA,NA,NA,NA,NA,NA,NA,NA,83,1005,6,NA,NA,NA
"REGGIEWAYNE","WR","Reggie Wayne","IND",28,93,136,NA,NA,NA,NA,NA,0,0,0,78,1000,6,NA,NA,NA
"MAURICEJONESDREW","RB","Maurice Jones-Drew","OAK",30,94,135.5,NA,NA,NA,NA,NA,200,795,5,25,200,1,NA,NA,NA
"STEVANRIDLEY","RB","Stevan Ridley","NE",31,95,133.5,NA,NA,NA,NA,NA,200,850,7,8,65,0,NA,NA,NA
"ERICDECKER","WR","Eric Decker","NYJ",29,96,133,NA,NA,NA,NA,NA,0,0,0,65,910,7,NA,NA,NA
"PIERRETHOMAS","RB","Pierre Thomas","NO",32,97,132,NA,NA,NA,NA,NA,140,570,3,63,450,2,NA,NA,NA
"KENDALLWRIGHT","WR","Kendall Wright","TEN",30,98,130,NA,NA,NA,NA,NA,0,0,0,80,1000,5,NA,NA,NA
"TERRANCEWILLIAMS","WR","Terrance Williams","DAL",31,99,129.5,NA,NA,NA,NA,NA,0,0,0,62,875,7,NA,NA,NA
"JEREMYMACLIN","WR","Jeremy Maclin","PHI",32,100,128.5,NA,NA,NA,NA,NA,0,0,0,69,865,7,NA,NA,NA
"TRENTRICHARDSON","RB","Trent Richardson","IND",33,101,127,NA,NA,NA,NA,NA,200,700,6,35,210,0,NA,NA,NA
"STEVENJACKSON","RB","Steven Jackson","ATL",34,102,125,NA,NA,NA,NA,NA,200,700,5,27,190,1,NA,NA,NA
"JULIANEDELMAN","WR","Julian Edelman","NE",33,102,125,NA,NA,NA,NA,NA,0,0,0,90,950,5,NA,NA,NA
"MARKINGRAM","RB","Mark Ingram","NO",35,104,124,NA,NA,NA,NA,NA,160,600,7,20,160,1,NA,NA,NA
"DEVONTAFREEMAN","RB","Devonta Freeman","ATL",36,105,123.5,NA,NA,NA,NA,NA,150,725,5,31,210,0,NA,NA,NA
"GREGJENNINGS","WR","Greg Jennings","MIN",34,106,122.5,NA,NA,NA,NA,NA,0,0,0,70,865,6,NA,NA,NA
"GREGOLSEN","TE","Greg Olsen","CAR",5,107,122,NA,NA,NA,NA,NA,NA,NA,NA,74,800,7,NA,NA,NA
"KNOWSHONMORENO","RB","Knowshon Moreno","MIA",37,108,120.5,NA,NA,NA,NA,NA,170,670,5,25,175,1,NA,NA,NA
"DEANDREHOPKINS","WR","DeAndre Hopkins","HOU",35,109,115,NA,NA,NA,NA,NA,0,0,0,60,850,5,NA,NA,NA
"SAMMYWATKINS","WR","Sammy Watkins","BUF",35,109,115,NA,NA,NA,NA,NA,0,0,0,60,850,5,NA,NA,NA
"JASONWITTEN","TE","Jason Witten","DAL",6,109,115,NA,NA,NA,NA,NA,NA,NA,NA,75,850,5,NA,NA,NA
"SHONNGREENE","RB","Shonn Greene","TEN",38,112,113,NA,NA,NA,NA,NA,180,720,6,8,50,0,NA,NA,NA
"ANQUANBOLDIN","WR","Anquan Boldin","SF",37,113,112.5,NA,NA,NA,NA,NA,0,0,0,60,825,5,NA,NA,NA
"RODSTREATER","WR","Rod Streater","OAK",38,114,112,NA,NA,NA,NA,NA,0,0,0,59,820,5,NA,NA,NA
"JUSTINHUNTER","WR","Justin Hunter","TEN",39,115,110.5,NA,NA,NA,NA,NA,0,0,0,58,745,6,NA,NA,NA
"STEVESMITH","WR","Steve Smith","BAL",40,116,110,NA,NA,NA,NA,NA,0,0,0,60,800,5,NA,NA,NA
"RILEYCOOPER","WR","Riley Cooper","PHI",40,116,110,NA,NA,NA,NA,NA,0,0,0,52,800,5,NA,NA,NA
"LAMARMILLER","RB","Lamar Miller","MIA",39,118,109.5,NA,NA,NA,NA,NA,160,660,4,21,135,1,NA,NA,NA
"GOLDENTATE","WR","Golden Tate","DET",42,118,109.5,NA,NA,NA,NA,NA,0,0,0,58,795,5,NA,NA,NA
"VERNONDAVIS","TE","Vernon Davis","SF",7,118,109.5,NA,NA,NA,NA,NA,NA,NA,NA,50,675,7,NA,NA,NA
"ZACHERTZ","TE","Zach Ertz","PHI",8,121,109,NA,NA,NA,NA,NA,NA,NA,NA,54,670,7,NA,NA,NA
"TAVONAUSTIN","WR","Tavon Austin","STL",43,122,108.5,NA,NA,NA,NA,NA,10,100,1,55,625,5,NA,NA,NA
"KELVINBENJAMIN","WR","Kelvin Benjamin","CAR",44,123,108,NA,NA,NA,NA,NA,0,0,0,49,660,7,NA,NA,NA
"CHRISIVORY","RB","Chris Ivory","NYJ",40,124,107,NA,NA,NA,NA,NA,160,700,5,10,70,0,NA,NA,NA
"JARRETTBOYKIN","WR","Jarrett Boykin","GB",45,125,106,NA,NA,NA,NA,NA,0,0,0,55,700,6,NA,NA,NA
"JAMESJONES","WR","James Jones","OAK",46,126,105,NA,NA,NA,NA,NA,0,0,0,60,810,4,NA,NA,NA
"CECILSHORTS","WR","Cecil Shorts","JAX",46,126,105,NA,NA,NA,NA,NA,0,0,0,65,750,5,NA,NA,NA
"BRIANHARTLINE","WR","Brian Hartline","MIA",48,128,104,NA,NA,NA,NA,NA,0,0,0,65,800,4,NA,NA,NA
"MARKUSWHEATON","WR","Markus Wheaton","PIT",49,129,103.5,NA,NA,NA,NA,NA,0,0,0,52,735,5,NA,NA,NA
"JORDANREED","TE","Jordan Reed","WAS",9,129,103.5,NA,NA,NA,NA,NA,NA,NA,NA,59,675,6,NA,NA,NA
"TERRANCEWEST","RB","Terrance West","CLE",41,131,103,NA,NA,NA,NA,NA,120,550,5,20,120,1,NA,NA,NA
"KYLERUDOLPH","TE","Kyle Rudolph","MIN",10,131,103,NA,NA,NA,NA,NA,NA,NA,NA,66,670,6,NA,NA,NA
"HAKEEMNICKS","WR","Hakeem Nicks","IND",50,133,102.5,NA,NA,NA,NA,NA,0,0,0,50,725,5,NA,NA,NA
"BERNARDPIERCE","RB","Bernard Pierce","BAL",42,134,102,NA,NA,NA,NA,NA,135,575,4,24,145,1,NA,NA,NA
"DANNYWOODHEAD","RB","Danny Woodhead","SD",43,135,101,NA,NA,NA,NA,NA,70,270,0,60,500,4,NA,NA,NA
"KENNYSTILLS","WR","Kenny Stills","NO",51,135,101,NA,NA,NA,NA,NA,0,0,0,51,710,5,NA,NA,NA
"JERRICHOCOTCHERY","WR","Jerricho Cotchery","CAR",52,137,100.5,NA,NA,NA,NA,NA,0,0,0,55,705,5,NA,NA,NA
"JONATHANSTEWART","RB","Jonathan Stewart","CAR",44,138,100,NA,NA,NA,NA,NA,135,600,5,20,100,0,NA,NA,NA
"ANDREWILLIAMS","RB","Andre Williams","NYG",44,138,100,NA,NA,NA,NA,NA,140,620,6,4,20,0,NA,NA,NA
"DANNYAMENDOLA","WR","Danny Amendola","NE",53,138,100,NA,NA,NA,NA,NA,0,0,0,66,700,5,NA,NA,NA
"DOUGBALDWIN","WR","Doug Baldwin","SEA",53,138,100,NA,NA,NA,NA,NA,0,0,0,60,760,4,NA,NA,NA
"RUEBENRANDLE","WR","Rueben Randle","NYG",53,138,100,NA,NA,NA,NA,NA,0,0,0,54,700,5,NA,NA,NA
"MIKEEVANS","WR","Mike Evans","TB",56,143,99,NA,NA,NA,NA,NA,0,0,0,52,690,5,NA,NA,NA
"MILESAUSTIN","WR","Miles Austin","CLE",56,143,99,NA,NA,NA,NA,NA,0,0,0,55,750,4,NA,NA,NA
"MARTELLUSBENNETT","TE","Martellus Bennett","CHI",11,143,99,NA,NA,NA,NA,NA,NA,NA,NA,60,690,5,NA,NA,NA
"DENNISPITTA","TE","Dennis Pitta","BAL",11,143,99,NA,NA,NA,NA,NA,NA,NA,NA,64,690,5,NA,NA,NA
"KENNYBRITT","WR","Kenny Britt","STL",58,147,98.5,NA,NA,NA,NA,NA,0,0,0,50,685,5,NA,NA,NA
"TYLEREIFERT","TE","Tyler Eifert","CIN",13,147,98.5,NA,NA,NA,NA,NA,NA,NA,NA,58,685,5,NA,NA,NA
"AHMADBRADSHAW","RB","Ahmad Bradshaw","IND",46,149,98,NA,NA,NA,NA,NA,120,500,4,25,180,1,NA,NA,NA
"JEREMYHILL","RB","Jeremy Hill","CIN",47,150,97.5,NA,NA,NA,NA,NA,150,610,5,10,65,0,NA,NA,NA
"HARRYDOUGLAS","WR","Harry Douglas","ATL",59,151,95.5,NA,NA,NA,NA,NA,0,0,0,64,775,3,NA,NA,NA
"BRANDINCOOKS","WR","Brandin Cooks","NO",60,152,95,NA,NA,NA,NA,NA,0,0,0,50,650,5,NA,NA,NA
"ANTONIOGATES","TE","Antonio Gates","SD",14,153,94.5,NA,NA,NA,NA,NA,NA,NA,NA,58,645,5,NA,NA,NA
"DARRENMCFADDEN","RB","Darren McFadden","OAK",48,154,94,NA,NA,NA,NA,NA,150,550,3,25,150,1,NA,NA,NA
"TRAVISKELCE","TE","Travis Kelce","KC",15,155,90,NA,NA,NA,NA,NA,NA,NA,NA,50,600,5,NA,NA,NA
"DELANIEWALKER","TE","Delanie Walker","TEN",15,155,90,NA,NA,NA,NA,NA,NA,NA,NA,53,600,5,NA,NA,NA
"MALCOMFLOYD","WR","Malcom Floyd","SD",61,157,89,NA,NA,NA,NA,NA,0,0,0,45,650,4,NA,NA,NA
"LEGARRETTEBLOUNT","RB","LeGarrette Blount","PIT",49,158,88,NA,NA,NA,NA,NA,125,500,5,12,80,0,NA,NA,NA
"DWAYNEALLEN","TE","Dwayne Allen","IND",17,158,88,NA,NA,NA,NA,NA,NA,NA,NA,46,580,5,NA,NA,NA
"GARRETTGRAHAM","TE","Garrett Graham","HOU",18,160,87,NA,NA,NA,NA,NA,NA,NA,NA,53,630,4,NA,NA,NA
"DWAYNEBOWE","WR","Dwayne Bowe","KC",62,161,86.5,NA,NA,NA,NA,NA,0,0,0,52,625,4,NA,NA,NA
"MARQISELEE","WR","Marqise Lee","JAX",63,162,86,NA,NA,NA,NA,NA,0,0,0,48,620,4,NA,NA,NA
"CHADHENNE","QB","Chad Henne","JAX",33,163,84.5,220,133,1300,6,8,10,35,0,NA,NA,NA,NA,NA,NA
"JERMAINEKEARSE","WR","Jermaine Kearse","SEA",64,164,84,NA,NA,NA,NA,NA,0,0,0,38,600,4,NA,NA,NA
"JORDANMATTHEWS","WR","Jordan Matthews","PHI",64,164,84,NA,NA,NA,NA,NA,0,0,0,41,600,4,NA,NA,NA
"ODELLBECKHAM","WR","Odell Beckham Jr","NYG",66,166,83.5,NA,NA,NA,NA,NA,0,0,0,46,595,4,NA,NA,NA
"ROBERTWOODS","WR","Robert Woods","BUF",67,167,83,NA,NA,NA,NA,NA,0,0,0,50,650,3,NA,NA,NA
"CHARLESCLAY","TE","Charles Clay","MIA",19,167,83,NA,NA,NA,NA,NA,NA,NA,NA,53,590,4,NA,NA,NA
"CODYLATIMER","WR","Cody Latimer","DEN",68,169,80.5,NA,NA,NA,NA,NA,0,0,0,41,505,5,NA,NA,NA
"JAMESWHITE","RB","James White","NE",50,170,79.5,NA,NA,NA,NA,NA,95,400,4,14,95,1,NA,NA,NA
"COBYFLEENER","TE","Coby Fleener","IND",20,170,79.5,NA,NA,NA,NA,NA,NA,NA,NA,48,555,4,NA,NA,NA
"MATTCASSEL","QB","Matt Cassel","MIN",34,172,79,155,100,1050,5,3,10,35,1,NA,NA,NA,NA,NA,NA
"DARRENSPROLES","RB","Darren Sproles","PHI",51,172,79,NA,NA,NA,NA,NA,50,250,1,40,360,2,NA,NA,NA
"WESWELKER","WR","Wes Welker","DEN",69,172,79,NA,NA,NA,NA,NA,0,0,0,54,550,4,NA,NA,NA
"HEATHMILLER","TE","Heath Miller","PIT",21,172,79,NA,NA,NA,NA,NA,NA,NA,NA,53,550,4,NA,NA,NA
"DONNIEAVERY","WR","Donnie Avery","KC",70,176,77,NA,NA,NA,NA,NA,0,0,0,50,650,2,NA,NA,NA
"MARVINJONES","WR","Marvin Jones","CIN",70,176,77,NA,NA,NA,NA,NA,0,0,0,40,530,4,NA,NA,NA
"JAREDCOOK","TE","Jared Cook","STL",22,178,76.5,NA,NA,NA,NA,NA,NA,NA,NA,44,525,4,NA,NA,NA
"TREMASON","RB","Tre Mason","STL",52,179,76,NA,NA,NA,NA,NA,90,400,3,15,120,1,NA,NA,NA
"DENARIUSMOORE","WR","Denarius Moore","OAK",72,180,75.5,NA,NA,NA,NA,NA,0,0,0,40,575,3,NA,NA,NA
"LADARIUSGREEN","TE","Ladarius Green","SD",23,181,74.5,NA,NA,NA,NA,NA,NA,NA,NA,40,505,4,NA,NA,NA
"ROYHELU","RB","Roy Helu","WAS",53,182,73,NA,NA,NA,NA,NA,70,270,3,35,220,1,NA,NA,NA
"ANDREWHAWKINS","WR","Andrew Hawkins","CLE",73,182,73,NA,NA,NA,NA,NA,0,0,0,45,550,3,NA,NA,NA
"ANDREHOLMES","WR","Andre Holmes","OAK",73,182,73,NA,NA,NA,NA,NA,0,0,0,36,490,4,NA,NA,NA
"STEVEJOHNSON","WR","Steve Johnson","SF",73,182,73,NA,NA,NA,NA,NA,0,0,0,40,550,3,NA,NA,NA
"NATEWASHINGTON","WR","Nate Washington","TEN",76,186,72,NA,NA,NA,NA,NA,0,0,0,40,600,2,NA,NA,NA
"BRIANHOYER","QB","Brian Hoyer","CLE",35,187,70.5,183,105,1100,5,8,10,35,0,NA,NA,NA,NA,NA,NA
"DONALDBROWN","RB","Donald Brown","SD",54,188,69.5,NA,NA,NA,NA,NA,100,410,4,10,45,0,NA,NA,NA
"MIKEWILLIAMS","WR","Mike Williams","BUF",77,189,68,NA,NA,NA,NA,NA,0,0,0,40,500,3,NA,NA,NA
"LANCEMOORE","WR","Lance Moore","PIT",77,189,68,NA,NA,NA,NA,NA,0,0,0,40,500,3,NA,NA,NA
"JEREMYKERLEY","WR","Jeremy Kerley","NYJ",77,189,68,NA,NA,NA,NA,NA,0,0,0,40,500,3,NA,NA,NA
"JEROMESIMPSON","WR","Jerome Simpson","MIN",77,189,68,NA,NA,NA,NA,NA,0,0,0,37,500,3,NA,NA,NA
"STEPFANTAYLOR","RB","Stepfan Taylor","ARI",55,193,67.5,NA,NA,NA,NA,NA,100,430,3,10,65,0,NA,NA,NA
"JARVISLANDRY","WR","Jarvis Landry","MIA",81,194,67,NA,NA,NA,NA,NA,0,0,0,38,490,3,NA,NA,NA
"MARLONBROWN","WR","Marlon Brown","BAL",81,194,67,NA,NA,NA,NA,NA,0,0,0,45,490,3,NA,NA,NA
"ERICEBRON","TE","Eric Ebron","DET",24,196,65.5,NA,NA,NA,NA,NA,NA,NA,NA,35,475,3,NA,NA,NA
